event_date,event_code,case_id
10/23/2016,110,67127/2016
10/24/2016,55,4084/2016
10/24/2016,55,70588/2016
10/24/2016,110,78459/2016
10/24/2016,121,78459/2016
10/24/2016,6,83323/2016
10/26/2016,20,27318/2016
10/26/2016,110,38547/2016
10/26/2016,55,50518/2016
10/26/2016,121,84692/2016
10/27/2016,6,16374/2016
10/27/2016,6,19340/2016
10/27/2016,130,35711/2016
10/27/2016,55,43056/2016
10/28/2016,110,10975/2016
10/28/2016,110,50968/2016
10/28/2016,20,64167/2016
10/28/2016,55,64167/2016
11/1/2016,182,74726/2015
11/1/2016,145,93976/2016
11/1/2016,6,99184/2016
11/2/2016,110,1881/2016
11/2/2016,20,21006/2016
11/2/2016,190,97008/2015
11/3/2016,6,31493/2016
11/3/2016,6,4104/2016
11/3/2016,110,64904/2016
11/3/2016,20,66984/2016
11/4/2016,20,83090/2016
11/5/2016,20,21181/2016
11/5/2016,55,21181/2016
11/6/2016,55,63941/2016
11/6/2016,6,84634/2016
11/7/2016,20,36643/2016
11/7/2016,55,46683/2016
11/7/2016,130,71028/2016
11/8/2016,145,84904/2016
11/9/2016,55,19257/2016
11/9/2016,20,62503/2016
11/11/2016,55,42087/2016
11/11/2016,6,62000/2016
11/11/2016,6,62348/2016
11/11/2016,20,95976/2016
11/12/2016,6,21253/2016
11/13/2016,20,21232/2016
11/13/2016,6,33931/2016
11/14/2016,6,30504/2016
11/14/2016,182,30579/2014
11/14/2016,110,34460/2016
11/14/2016,110,52011/2016
11/14/2016,110,97638/2016
11/15/2016,182,3446/2015
11/15/2016,110,6144/2016
11/15/2016,130,6144/2016
11/15/2016,6,61903/2016
11/15/2016,110,66437/2016
11/15/2016,20,71851/2016
11/15/2016,110,89862/2016
11/16/2016,20,75624/2016
11/18/2016,110,16084/2016
11/18/2016,110,48916/2016
11/18/2016,20,61521/2016
11/18/2016,6,71349/2016
11/18/2016,130,95801/2016
11/19/2016,190,21325/2015
11/19/2016,20,40562/2016
11/19/2016,6,41250/2016
11/19/2016,151,79415/2016
11/19/2016,20,90526/2016
11/20/2016,110,18083/2016
11/20/2016,55,4037/2016
11/20/2016,6,79366/2016
11/20/2016,20,86175/2016
11/20/2016,181,87479/2015
11/20/2016,121,90037/2016
11/20/2016,20,97813/2016
11/21/2016,110,19535/2016
11/21/2016,6,3815/2016
11/21/2016,6,38512/2016
11/21/2016,20,77473/2016
11/21/2016,6,98404/2016
11/22/2016,121,15425/2016
11/22/2016,20,89673/2016
11/23/2016,110,16031/2016
11/23/2016,110,98322/2016
11/24/2016,110,91257/2016
11/25/2016,55,36629/2016
11/25/2016,110,36629/2016
11/25/2016,190,77273/2015
11/26/2016,6,79636/2016
11/27/2016,20,16374/2016
11/27/2016,130,18295/2016
11/27/2016,20,19340/2016
11/27/2016,110,35167/2016
11/27/2016,110,43056/2016
11/28/2016,6,20893/2016
11/28/2016,6,54907/2016
11/28/2016,55,63096/2016
11/28/2016,145,91649/2015
12/1/2016,110,10288/2016
12/1/2016,6,22828/2016
12/1/2016,6,36389/2016
12/1/2016,6,63869/2016
12/1/2016,181,82959/2015
12/1/2016,110,90235/2016
12/1/2016,20,99184/2016
12/2/2016,121,98929/2015
12/3/2016,20,30878/2016
12/3/2016,55,30878/2016
12/3/2016,20,4104/2016
12/3/2016,55,66984/2016
12/4/2016,20,50265/2016
12/4/2016,55,50265/2016
12/4/2016,110,75459/2016
12/4/2016,55,83090/2016
12/4/2016,6,84633/2016
12/5/2016,110,30339/2016
12/5/2016,121,75996/2015
12/5/2016,55,89251/2016
12/5/2016,110,89251/2016
12/6/2016,145,4153/2016
12/7/2016,181,18978/2015
12/7/2016,130,97698/2016
12/8/2016,6,11828/2016
12/8/2016,182,22004/2015
12/8/2016,110,47013/2016
12/8/2016,55,86990/2016
12/9/2016,55,73055/2016
12/9/2016,110,73055/2016
12/9/2016,20,83187/2016
12/9/2016,6,92843/2016
12/10/2016,181,55230/2014
12/11/2016,20,62348/2016
12/12/2016,20,21253/2016
12/12/2016,20,87372/2016
12/12/2016,55,87372/2016
12/13/2016,145,20649/2016
12/13/2016,20,33931/2016
12/13/2016,55,42497/2016
12/14/2016,55,23935/2016
12/14/2016,6,77402/2016
12/15/2016,55,11237/2016
12/15/2016,20,61903/2016
12/15/2016,55,71851/2016
12/16/2016,182,33118/2015
12/16/2016,55,35034/2016
12/16/2016,55,75624/2016
12/18/2016,55,59491/2016
12/18/2016,20,76605/2016
12/19/2016,6,15272/2016
12/19/2016,55,40562/2016
12/19/2016,110,40581/2016
12/19/2016,20,41250/2016
12/20/2016,6,4008/2016
12/20/2016,121,67269/2016
12/20/2016,20,79366/2016
12/20/2016,20,91349/2016
12/21/2016,20,38512/2016
12/21/2016,6,41038/2016
12/21/2016,151,67449/2015
12/22/2016,20,46451/2016
12/22/2016,55,59598/2016
12/22/2016,110,84208/2016
12/22/2016,130,84208/2016
12/23/2016,110,30428/2016
12/23/2016,6,90803/2016
12/24/2016,6,39557/2016
12/24/2016,121,4084/2016
12/24/2016,110,70588/2016
12/24/2016,20,83323/2016
12/26/2016,55,27318/2016
12/26/2016,110,50518/2016
12/26/2016,6,80682/2016
12/26/2016,6,97540/2016
12/27/2016,55,16374/2016
12/27/2016,110,35711/2016
12/28/2016,20,20893/2016
12/28/2016,151,45967/2016
12/28/2016,6,56436/2016
12/28/2016,110,64167/2016
1/1/2017,55,99184/2016
1/2/2017,145,1881/2016
1/2/2017,55,21006/2016
1/2/2017,110,21006/2016
1/2/2017,110,39828/2016
1/3/2017,121,22319/2016
1/3/2017,20,31493/2016
1/3/2017,55,4104/2016
1/4/2017,110,73129/2016
1/5/2017,6,1835/2017
1/5/2017,130,5526/2016
1/6/2017,20,84634/2016
1/6/2017,55,84634/2016
1/7/2017,55,36643/2016
1/7/2017,110,73132/2016
1/7/2017,151,84886/2016
1/8/2017,110,23965/2016
1/8/2017,6,29255/2017
1/8/2017,6,88012/2017
1/9/2017,55,22229/2016
1/9/2017,6,49809/2017
1/9/2017,55,83187/2016
1/9/2017,20,92843/2016
1/11/2017,20,62000/2016
1/11/2017,55,95976/2016
1/11/2017,151,98748/2016
1/12/2017,6,55269/2017
1/13/2017,6,14875/2017
1/13/2017,55,21232/2016
1/13/2017,110,42497/2016
1/13/2017,6,71028/2017
1/14/2017,20,30504/2016
1/14/2017,55,61956/2016
1/14/2017,110,61956/2016
1/15/2017,110,23701/2016
1/15/2017,55,61903/2016
1/15/2017,55,64016/2016
1/16/2017,110,35034/2016
1/16/2017,55,40992/2016
1/16/2017,110,40992/2016
1/16/2017,6,56839/2017
1/16/2017,151,71119/2016
1/17/2017,182,53923/2014
1/18/2017,110,21431/2016
1/18/2017,55,61521/2016
1/18/2017,20,71349/2016
1/19/2017,110,15280/2016
1/19/2017,55,90526/2016
1/20/2017,55,86175/2016
1/20/2017,6,90040/2017
1/20/2017,55,91349/2016
1/20/2017,55,97813/2016
1/21/2017,20,3815/2016
1/21/2017,20,41038/2016
1/21/2017,151,57112/2016
1/21/2017,55,77473/2016
1/21/2017,20,98404/2016
1/22/2017,110,59598/2016
1/22/2017,55,89673/2016
1/23/2017,6,30908/2017
1/23/2017,110,32934/2016
1/23/2017,130,61091/2016
1/23/2017,6,7592/2017
1/24/2017,151,33838/2016
1/24/2017,20,39557/2016
1/24/2017,110,4084/2016
1/24/2017,55,83323/2016
1/25/2017,110,11427/2016
1/25/2017,110,96184/2016
1/26/2017,6,16842/2017
1/26/2017,20,79636/2016
1/26/2017,20,80682/2016
1/26/2017,20,97540/2016
1/27/2017,55,19340/2016
1/27/2017,6,26622/2017
1/27/2017,121,66543/2016
1/28/2017,6,29272/2017
1/28/2017,20,54907/2016
1/28/2017,20,56436/2016
1/28/2017,110,63096/2016
2/1/2017,121,10288/2016
2/1/2017,20,22828/2016
2/1/2017,55,22828/2016
2/1/2017,20,36389/2016
2/1/2017,20,63869/2016
2/2/2017,110,1861/2016
2/2/2017,110,19136/2016
2/2/2017,145,38839/2016
2/4/2017,110,83090/2016
2/4/2017,20,84633/2016
2/5/2017,182,41051/2015
2/6/2017,6,5436/2017
2/6/2017,110,63941/2016
2/6/2017,6,75420/2017
2/7/2017,6,11832/2017
2/7/2017,110,36643/2016
2/7/2017,110,46683/2016
2/7/2017,110,77278/2016
2/8/2017,20,11828/2016
2/8/2017,55,11828/2016
2/8/2017,110,86990/2016
2/9/2017,6,36400/2017
2/9/2017,55,62503/2016
2/9/2017,110,83187/2016
2/10/2017,6,96754/2017
2/11/2017,145,24401/2016
2/11/2017,6,30038/2017
2/11/2017,6,44914/2017
2/11/2017,55,62000/2016
2/11/2017,55,62348/2016
2/11/2017,145,80500/2016
2/12/2017,55,21253/2016
2/12/2017,20,55269/2017
2/12/2017,110,87372/2016
2/13/2017,20,14875/2017
2/13/2017,20,71028/2017
2/14/2017,110,23935/2016
2/14/2017,55,30504/2016
2/14/2017,20,77402/2016
2/14/2017,55,77402/2016
2/14/2017,6,88852/2017
2/15/2017,110,11237/2016
2/15/2017,130,15833/2016
2/15/2017,110,71851/2016
2/16/2017,6,90066/2017
2/18/2017,6,69920/2017
2/18/2017,55,76605/2016
2/18/2017,145,91710/2016
2/19/2017,20,15272/2016
2/19/2017,55,15272/2016
2/19/2017,110,40562/2016
2/19/2017,55,41250/2016
2/19/2017,151,46693/2016
2/20/2017,121,18083/2016
2/20/2017,20,4008/2016
2/20/2017,151,4037/2016
2/20/2017,55,79366/2016
2/20/2017,110,91349/2016
2/20/2017,110,97813/2016
2/21/2017,55,3815/2016
2/21/2017,55,38512/2016
2/21/2017,6,88251/2017
2/21/2017,6,91954/2017
2/21/2017,55,98404/2016
2/22/2017,55,46451/2016
2/23/2017,20,30908/2017
2/23/2017,110,61091/2016
2/23/2017,20,90803/2016
2/24/2017,110,33838/2016
2/24/2017,55,39557/2016
2/25/2017,6,14423/2017
2/25/2017,6,38850/2017
2/26/2017,20,16842/2017
2/26/2017,110,27318/2016
2/27/2017,182,95317/2014
2/28/2017,20,29272/2017
2/28/2017,55,56436/2016
2/28/2017,6,74641/2017
3/1/2017,55,36389/2016
3/1/2017,110,51570/2016
3/1/2017,130,51570/2016
3/1/2017,121,90235/2016
3/2/2017,6,2267/2017
3/2/2017,181,75302/2016
3/3/2017,130,27262/2016
3/3/2017,55,31493/2016
3/4/2017,181,44418/2014
3/4/2017,130,75459/2016
3/4/2017,55,84633/2016
3/5/2017,20,1835/2017
3/5/2017,55,1835/2017
3/5/2017,6,60921/2017
3/6/2017,130,10269/2016
3/6/2017,6,21202/2017
3/6/2017,20,75420/2017
3/6/2017,110,84634/2016
3/7/2017,20,11832/2017
3/8/2017,20,29255/2017
3/8/2017,20,88012/2017
3/9/2017,110,19257/2016
3/9/2017,110,22229/2016
3/9/2017,130,22229/2016
3/9/2017,20,49809/2017
3/11/2017,20,30038/2017
3/11/2017,110,42087/2016
3/11/2017,151,42087/2016
3/11/2017,20,44914/2017
3/11/2017,6,49740/2017
3/12/2017,6,76877/2017
3/13/2017,55,14875/2017
3/13/2017,55,33931/2016
3/13/2017,110,33931/2016
3/13/2017,181,98136/2014
3/14/2017,121,23935/2016
3/14/2017,121,34460/2016
3/14/2017,20,88852/2017
3/15/2017,110,64016/2016
3/15/2017,110,67444/2016
3/16/2017,20,56839/2017
3/16/2017,20,90066/2017
3/17/2017,6,67764/2017
3/18/2017,110,59491/2016
3/18/2017,20,69920/2017
3/18/2017,55,71349/2016
3/18/2017,110,71349/2016
3/18/2017,6,89407/2017
3/19/2017,6,46160/2017
3/19/2017,110,46693/2016
3/20/2017,55,4008/2016
3/20/2017,110,79366/2016
3/20/2017,110,86175/2016
3/20/2017,20,90040/2017
3/20/2017,55,90040/2017
3/21/2017,6,64614/2017
3/21/2017,110,77473/2016
3/22/2017,130,43457/2016
3/22/2017,110,89673/2016
3/23/2017,55,30908/2017
3/23/2017,145,41065/2016
3/23/2017,20,7592/2017
3/23/2017,55,7592/2017
3/23/2017,121,98322/2016
3/25/2017,20,14423/2017
3/25/2017,6,51191/2017
3/26/2017,55,16842/2017
3/26/2017,145,50518/2016
3/26/2017,55,79636/2016
3/26/2017,55,97540/2016
3/27/2017,110,13577/2016
3/27/2017,110,19340/2016
3/27/2017,6,23989/2017
3/27/2017,20,26622/2017
3/28/2017,55,20893/2016
3/28/2017,6,40252/2017
3/28/2017,6,4441/2017
3/28/2017,121,50968/2016
3/28/2017,55,54907/2016
4/1/2017,55,63869/2016
4/1/2017,6,72252/2017
4/1/2017,181,93976/2016
4/3/2017,110,4104/2016
4/3/2017,130,64904/2016
4/3/2017,110,66984/2016
4/4/2017,6,52936/2017
4/5/2017,121,21181/2016
4/5/2017,20,60921/2017
4/5/2017,178,68863/2014
4/6/2017,20,21202/2017
4/6/2017,190,38239/2015
4/6/2017,20,5436/2017
4/7/2017,55,11832/2017
4/7/2017,6,47312/2017
4/7/2017,6,55519/2017
4/8/2017,6,37048/2017
4/8/2017,6,42879/2017
4/8/2017,6,98270/2017
4/9/2017,121,19257/2016
4/9/2017,20,36400/2017
4/9/2017,55,36400/2017
4/9/2017,6,54545/2017
4/9/2017,130,83187/2016
4/9/2017,55,92843/2016
4/10/2017,6,11324/2017
4/10/2017,20,96754/2017
4/10/2017,55,96754/2017
4/11/2017,55,30038/2017
4/11/2017,20,49740/2017
4/13/2017,182,13879/2015
4/13/2017,110,21232/2016
4/14/2017,110,30504/2016
4/14/2017,110,77402/2016
4/14/2017,55,88852/2017
4/15/2017,151,23701/2016
4/16/2017,55,56839/2017
4/16/2017,151,75624/2016
4/17/2017,6,53488/2017
4/18/2017,130,21431/2016
4/18/2017,6,62908/2017
4/18/2017,110,76605/2016
4/19/2017,110,15272/2016
4/19/2017,130,40581/2016
4/19/2017,110,41250/2016
4/19/2017,20,46160/2017
4/20/2017,110,4008/2016
4/20/2017,110,4037/2016
4/21/2017,55,41038/2016
4/21/2017,110,41038/2016
4/21/2017,20,88251/2017
4/21/2017,20,91954/2017
4/21/2017,110,98404/2016
4/22/2017,130,59598/2016
4/23/2017,6,27027/2017
4/23/2017,6,71459/2017
4/23/2017,55,90803/2016
4/25/2017,145,11427/2016
4/25/2017,55,14423/2017
4/25/2017,20,38850/2017
4/25/2017,55,38850/2017
4/25/2017,6,58624/2017
4/26/2017,6,25687/2017
4/26/2017,55,80682/2016
4/26/2017,110,80682/2016
4/26/2017,6,8512/2017
4/27/2017,110,16374/2016
4/27/2017,55,26622/2017
4/27/2017,6,85656/2017
4/28/2017,55,29272/2017
4/28/2017,20,4441/2017
4/28/2017,20,74641/2017
5/1/2017,20,72252/2017
5/1/2017,151,99184/2016
5/2/2017,20,2267/2017
5/2/2017,130,39828/2016
5/3/2017,6,47271/2017
5/3/2017,130,66984/2016
5/5/2017,110,1835/2017
5/5/2017,110,21181/2016
5/5/2017,6,56353/2017
5/6/2017,55,21202/2017
5/6/2017,55,5436/2017
5/6/2017,182,63108/2015
5/6/2017,55,75420/2017
5/6/2017,181,79988/2014
5/6/2017,145,84634/2016
5/7/2017,20,55519/2017
5/7/2017,145,73132/2016
5/8/2017,55,29255/2017
5/8/2017,110,29255/2017
5/8/2017,20,37048/2017
5/8/2017,20,42879/2017
5/8/2017,6,81654/2017
5/8/2017,55,88012/2017
5/8/2017,110,88012/2017
5/8/2017,20,98270/2017
5/9/2017,6,37040/2017
5/9/2017,55,49809/2017
5/9/2017,20,54545/2017
5/9/2017,110,62503/2016
5/9/2017,6,87146/2017
5/10/2017,20,11324/2017
5/11/2017,145,62348/2016
5/11/2017,182,81258/2016
5/11/2017,110,95976/2016
5/12/2017,110,21253/2016
5/12/2017,151,21253/2016
5/12/2017,55,55269/2017
5/12/2017,20,76877/2017
5/12/2017,55,76877/2017
5/13/2017,55,71028/2017
5/13/2017,110,71028/2017
5/13/2017,6,93944/2017
5/14/2017,6,6961/2017
5/16/2017,110,56839/2017
5/16/2017,110,75624/2016
5/16/2017,55,90066/2017
5/17/2017,6,25464/2017
5/17/2017,6,65108/2017
5/17/2017,20,67764/2017
5/17/2017,55,67764/2017
5/17/2017,6,95219/2017
5/18/2017,20,62908/2017
5/18/2017,55,69920/2017
5/18/2017,20,89407/2017
5/19/2017,130,40562/2016
5/19/2017,110,90526/2016
5/20/2017,110,90040/2017
5/21/2017,20,64614/2017
5/21/2017,55,64614/2017
5/21/2017,178,76653/2014
5/21/2017,55,88251/2017
5/22/2017,110,46451/2016
5/22/2017,6,90795/2017
5/23/2017,20,27027/2017
5/23/2017,20,71459/2017
5/24/2017,110,39557/2016
5/24/2017,110,83323/2016
5/24/2017,130,83323/2016
5/25/2017,20,51191/2017
5/25/2017,55,51191/2017
5/26/2017,121,79636/2016
5/26/2017,20,8512/2017
5/27/2017,20,23989/2017
5/27/2017,151,43056/2016
5/27/2017,20,85656/2017
5/28/2017,20,40252/2017
5/28/2017,55,40252/2017
5/28/2017,130,63096/2016
5/28/2017,55,74641/2017
6/1/2017,6,11552/2017
6/1/2017,110,22828/2016
6/1/2017,6,71795/2017
6/1/2017,110,99184/2016
6/2/2017,55,2267/2017
6/3/2017,110,30878/2016
6/3/2017,110,31493/2016
6/3/2017,190,59891/2016
6/4/2017,182,24153/2015
6/4/2017,6,43432/2017
6/4/2017,110,50265/2016
6/4/2017,20,52936/2017
6/4/2017,55,52936/2017
6/4/2017,6,59117/2017
6/5/2017,6,22245/2017
6/7/2017,6,33275/2017
6/7/2017,20,47312/2017
6/7/2017,6,82070/2017
6/7/2017,6,89300/2017
6/7/2017,6,98602/2017
6/8/2017,6,41334/2017
6/8/2017,151,47013/2016
6/9/2017,20,37040/2017
6/10/2017,6,83460/2017
6/11/2017,55,44914/2017
6/11/2017,55,49740/2017
6/11/2017,110,62000/2016
6/11/2017,110,62348/2016
6/13/2017,20,93944/2017
6/14/2017,6,15748/2017
6/14/2017,6,3260/2017
6/14/2017,20,6961/2017
6/14/2017,6,73273/2017
6/14/2017,145,77402/2016
6/14/2017,6,83447/2017
6/15/2017,121,11237/2016
6/15/2017,6,51369/2017
6/15/2017,110,61903/2016
6/15/2017,145,66437/2016
6/15/2017,145,89862/2016
6/16/2017,6,50613/2017
6/16/2017,6,73623/2017
6/16/2017,110,90066/2017
6/17/2017,181,48655/2015
6/17/2017,20,53488/2017
6/17/2017,20,65108/2017
6/17/2017,20,95219/2017
6/18/2017,151,59491/2016
6/18/2017,110,61521/2016
6/18/2017,55,62908/2017
6/18/2017,55,89407/2017
6/19/2017,55,46160/2017
6/20/2017,145,79366/2016
6/20/2017,145,97813/2016
6/21/2017,110,38512/2016
6/21/2017,55,91954/2017
6/22/2017,6,12696/2017
6/22/2017,151,46451/2016
6/23/2017,55,27027/2017
6/23/2017,151,32934/2016
6/24/2017,182,37463/2016
6/24/2017,181,46134/2015
6/25/2017,110,38850/2017
6/25/2017,20,58624/2017
6/26/2017,20,25687/2017
6/26/2017,6,41215/2017
6/26/2017,6,66991/2017
6/27/2017,55,23989/2017
6/27/2017,6,70220/2017
6/27/2017,55,85656/2017
6/28/2017,110,20893/2016
6/28/2017,6,45548/2017
7/1/2017,110,36389/2016
7/1/2017,190,40489/2015
7/1/2017,55,72252/2017
7/2/2017,110,2267/2017
7/3/2017,130,31493/2016
7/3/2017,190,40634/2014
7/3/2017,20,47271/2017
7/3/2017,55,47271/2017
7/4/2017,6,66130/2017
7/4/2017,121,84633/2016
7/5/2017,20,22245/2017
7/5/2017,20,56353/2017
7/5/2017,55,56353/2017
7/5/2017,55,60921/2017
7/5/2017,130,89251/2016
7/5/2017,181,93214/2015
7/6/2017,6,13899/2017
7/6/2017,110,21202/2017
7/6/2017,110,5436/2017
7/7/2017,151,46683/2016
7/7/2017,145,77278/2016
7/7/2017,20,98602/2017
7/8/2017,110,11828/2016
7/8/2017,20,41334/2017
7/8/2017,55,42879/2017
7/8/2017,20,81654/2017
7/8/2017,55,81654/2017
7/8/2017,55,98270/2017
7/9/2017,55,37040/2017
7/9/2017,182,41824/2014
7/9/2017,121,49809/2017
7/9/2017,55,54545/2017
7/9/2017,6,69610/2017
7/9/2017,20,87146/2017
7/9/2017,55,87146/2017
7/9/2017,110,92843/2016
7/10/2017,6,54668/2017
7/10/2017,6,6322/2017
7/10/2017,20,83460/2017
7/11/2017,6,23962/2017
7/11/2017,110,30038/2017
7/11/2017,182,98748/2016
7/13/2017,121,42497/2016
7/13/2017,6,54435/2017
7/14/2017,6,12013/2017
7/14/2017,6,13776/2017
7/14/2017,6,25729/2017
7/14/2017,20,83447/2017
7/15/2017,6,35965/2017
7/15/2017,20,51369/2017
7/16/2017,6,71972/2017
7/16/2017,20,73623/2017
7/17/2017,20,25464/2017
7/17/2017,55,25464/2017
7/17/2017,182,25523/2015
7/19/2017,190,40581/2016
7/19/2017,110,46160/2017
7/19/2017,6,9751/2017
7/20/2017,6,46705/2017
7/21/2017,6,26487/2017
7/21/2017,110,3815/2016
7/21/2017,130,38512/2016
7/21/2017,6,96067/2017
7/21/2017,151,98404/2016
7/22/2017,6,66700/2017
7/22/2017,6,90353/2017
7/22/2017,20,90795/2017
7/23/2017,6,16544/2017
7/23/2017,110,30908/2017
7/23/2017,6,45323/2017
7/25/2017,6,40850/2017
7/26/2017,20,41215/2017
7/26/2017,110,79636/2016
7/26/2017,55,8512/2017
7/27/2017,6,15378/2017
7/27/2017,6,65091/2017
7/27/2017,20,70220/2017
7/28/2017,121,20893/2016
7/28/2017,55,4441/2017
7/28/2017,20,45548/2017
7/28/2017,110,54907/2016
8/1/2017,20,11552/2017
8/1/2017,151,36389/2016
8/1/2017,110,63869/2016
8/1/2017,20,71795/2017
8/1/2017,55,71795/2017
8/3/2017,6,7787/2017
8/4/2017,6,29130/2017
8/4/2017,6,35946/2017
8/4/2017,20,43432/2017
8/4/2017,20,59117/2017
8/4/2017,20,66130/2017
8/4/2017,110,84633/2016
8/4/2017,6,96591/2017
8/5/2017,6,16917/2017
8/5/2017,55,22245/2017
8/6/2017,110,75420/2017
8/6/2017,6,97951/2017
8/7/2017,6,13880/2017
8/7/2017,20,33275/2017
8/7/2017,55,47312/2017
8/7/2017,6,50514/2017
8/7/2017,55,55519/2017
8/7/2017,20,82070/2017
8/7/2017,20,89300/2017
8/7/2017,55,98602/2017
8/8/2017,6,21572/2017
8/8/2017,55,37048/2017
8/9/2017,6,24467/2017
8/9/2017,110,49809/2017
8/9/2017,110,54545/2017
8/9/2017,121,62503/2016
8/9/2017,20,69610/2017
8/9/2017,6,7224/2017
8/9/2017,182,73055/2016
8/9/2017,190,92338/2014
8/10/2017,55,11324/2017
8/10/2017,6,91204/2017
8/10/2017,182,92295/2014
8/11/2017,190,3799/2015
8/11/2017,110,49740/2017
8/11/2017,121,62000/2016
8/12/2017,110,55269/2017
8/13/2017,6,1004/2017
8/13/2017,55,93944/2017
8/13/2017,6,96140/2017
8/14/2017,20,13776/2017
8/14/2017,20,15748/2017
8/14/2017,6,21142/2017
8/14/2017,190,23935/2016
8/14/2017,20,3260/2017
8/14/2017,20,73273/2017
8/15/2017,6,4175/2017
8/15/2017,145,61903/2016
8/15/2017,6,9109/2017
8/15/2017,181,97402/2015
8/16/2017,6,22344/2017
8/16/2017,181,35034/2016
8/16/2017,121,40992/2016
8/16/2017,20,50613/2017
8/16/2017,20,71972/2017
8/16/2017,55,73623/2017
8/17/2017,55,53488/2017
8/17/2017,55,65108/2017
8/17/2017,110,67764/2017
8/17/2017,55,95219/2017
8/18/2017,110,69920/2017
8/19/2017,151,15280/2016
8/19/2017,178,1686/2014
8/20/2017,6,29687/2017
8/20/2017,178,68378/2014
8/21/2017,6,21498/2017
8/21/2017,20,26487/2017
8/22/2017,20,12696/2017
8/22/2017,55,12696/2017
8/22/2017,20,66700/2017
8/22/2017,6,81676/2017
8/22/2017,55,90795/2017
8/23/2017,20,16544/2017
8/23/2017,20,45323/2017
8/23/2017,190,70951/2015
8/23/2017,55,71459/2017
8/23/2017,110,7592/2017
8/23/2017,110,90803/2016
8/24/2017,145,39557/2016
8/25/2017,6,39671/2017
8/25/2017,20,40850/2017
8/25/2017,55,58624/2017
8/25/2017,110,58624/2017
8/26/2017,6,23832/2017
8/26/2017,55,25687/2017
8/26/2017,20,66991/2017
8/26/2017,55,66991/2017
8/26/2017,110,97540/2016
8/27/2017,190,17059/2014
8/27/2017,190,64899/2015
8/28/2017,110,29272/2017
8/28/2017,110,40252/2017
8/28/2017,110,56436/2016
9/1/2017,6,66779/2017
9/2/2017,151,21006/2016
9/3/2017,20,7787/2017
9/3/2017,6,98896/2017
9/4/2017,20,29130/2017
9/4/2017,20,35946/2017
9/4/2017,55,43432/2017
9/4/2017,110,52936/2017
9/4/2017,55,59117/2017
9/4/2017,55,66130/2017
9/5/2017,20,16917/2017
9/5/2017,6,29299/2017
9/5/2017,6,55874/2017
9/5/2017,6,82205/2017
9/6/2017,20,13899/2017
9/6/2017,121,21202/2017
9/6/2017,121,5436/2017
9/7/2017,110,11832/2017
9/7/2017,20,13880/2017
9/7/2017,6,14305/2017
9/7/2017,55,33275/2017
9/7/2017,20,50514/2017
9/7/2017,110,55519/2017
9/8/2017,20,21572/2017
9/8/2017,130,29255/2017
9/8/2017,110,37048/2017
9/8/2017,55,41334/2017
9/8/2017,110,81654/2017
9/8/2017,6,85182/2017
9/8/2017,6,89039/2017
9/9/2017,110,36400/2017
9/9/2017,110,37040/2017
9/9/2017,20,7224/2017
9/10/2017,110,11324/2017
9/10/2017,20,54668/2017
9/10/2017,55,54668/2017
9/10/2017,20,6322/2017
9/10/2017,55,6322/2017
9/10/2017,55,83460/2017
9/10/2017,6,86033/2017
9/10/2017,110,96754/2017
9/11/2017,20,23962/2017
9/11/2017,182,42087/2016
9/11/2017,110,44914/2017
9/12/2017,190,32985/2015
9/12/2017,130,87372/2016
9/13/2017,20,1004/2017
9/13/2017,110,14875/2017
9/13/2017,151,14875/2017
9/13/2017,181,22094/2014
9/13/2017,20,54435/2017
9/13/2017,20,96140/2017
9/13/2017,6,98367/2017
9/14/2017,20,12013/2017
9/14/2017,55,13776/2017
9/14/2017,55,15748/2017
9/14/2017,20,21142/2017
9/14/2017,20,25729/2017
9/14/2017,130,30504/2016
9/14/2017,55,3260/2017
9/14/2017,55,6961/2017
9/14/2017,55,73273/2017
9/14/2017,55,83447/2017
9/14/2017,110,88852/2017
9/14/2017,151,88852/2017
9/15/2017,20,35965/2017
9/15/2017,6,75242/2017
9/15/2017,20,9109/2017
9/16/2017,20,22344/2017
9/17/2017,110,65108/2017
9/18/2017,110,89407/2017
9/19/2017,151,90526/2016
9/19/2017,20,9751/2017
9/20/2017,20,29687/2017
9/20/2017,20,46705/2017
9/20/2017,6,6379/2017
9/20/2017,130,86175/2016
9/21/2017,110,64614/2017
9/21/2017,110,91954/2017
9/21/2017,20,96067/2017
9/21/2017,55,96067/2017
9/22/2017,6,11363/2017
9/22/2017,55,66700/2017
9/22/2017,20,81676/2017
9/22/2017,20,90353/2017
9/22/2017,55,90353/2017
9/23/2017,55,16544/2017
9/23/2017,6,48706/2017
9/23/2017,110,71459/2017
9/24/2017,6,99309/2017
9/25/2017,20,39671/2017
9/25/2017,110,51191/2017
9/26/2017,110,16842/2017
9/26/2017,145,16842/2017
9/26/2017,20,23832/2017
9/26/2017,6,4861/2017
9/26/2017,6,73318/2017
9/26/2017,110,8512/2017
9/26/2017,6,91151/2017
9/26/2017,6,99380/2017
9/27/2017,20,15378/2017
9/27/2017,110,26622/2017
9/27/2017,20,65091/2017
9/28/2017,110,74641/2017
10/1/2017,55,11552/2017
10/1/2017,6,57747/2017
10/1/2017,20,66779/2017
10/2/2017,178,27293/2014
10/2/2017,6,56028/2017
10/3/2017,20,98896/2017
10/4/2017,130,52936/2017
10/4/2017,121,83090/2016
10/4/2017,20,96591/2017
